"","date","product","Sales"
"643",2017-06-10,"Getting Started",173
"644",2017-06-10,"Recipe Book",120
"645",2017-06-11,"Advanced Techniques",259
"646",2017-06-11,"For Kids: One Smart Goose",255
"647",2017-06-11,"Getting Started",174
"648",2017-06-11,"Recipe Book",124
"649",2017-06-12,"Advanced Techniques",210
"650",2017-06-12,"For Kids: One Smart Goose",195
"651",2017-06-12,"Getting Started",148
"652",2017-06-12,"Recipe Book",103
"653",2017-06-13,"Advanced Techniques",209
"654",2017-06-13,"For Kids: One Smart Goose",194
"655",2017-06-13,"Getting Started",147
"656",2017-06-13,"Recipe Book",102
"657",2017-06-14,"Advanced Techniques",202
"658",2017-06-14,"For Kids: One Smart Goose",192
"659",2017-06-14,"Getting Started",141
"660",2017-06-14,"Recipe Book",100
"661",2017-06-15,"Advanced Techniques",201
"662",2017-06-15,"For Kids: One Smart Goose",191
"663",2017-06-15,"Getting Started",140
"664",2017-06-15,"Recipe Book",100
"665",2017-06-16,"Advanced Techniques",208
"666",2017-06-16,"For Kids: One Smart Goose",199
"667",2017-06-16,"Getting Started",151
"668",2017-06-16,"Recipe Book",105
"669",2017-06-17,"Advanced Techniques",230
"670",2017-06-17,"For Kids: One Smart Goose",218
"671",2017-06-17,"Getting Started",165
"672",2017-06-17,"Recipe Book",114
"673",2017-06-18,"Advanced Techniques",242
"674",2017-06-18,"For Kids: One Smart Goose",232
"675",2017-06-18,"Getting Started",171
"676",2017-06-18,"Recipe Book",118
"677",2017-06-19,"Advanced Techniques",200
"678",2017-06-19,"For Kids: One Smart Goose",191
"679",2017-06-19,"Getting Started",143
"680",2017-06-19,"Recipe Book",100
"681",2017-06-20,"Advanced Techniques",200
"682",2017-06-20,"For Kids: One Smart Goose",196
"683",2017-06-20,"Getting Started",145
"684",2017-06-20,"Recipe Book",97
"685",2017-06-21,"Advanced Techniques",189
"686",2017-06-21,"For Kids: One Smart Goose",196
"687",2017-06-21,"Getting Started",149
"688",2017-06-21,"Recipe Book",98
"689",2017-06-22,"Advanced Techniques",192
"690",2017-06-22,"For Kids: One Smart Goose",198
"691",2017-06-22,"Getting Started",145
"692",2017-06-22,"Recipe Book",99
"693",2017-06-23,"Advanced Techniques",195
"694",2017-06-23,"For Kids: One Smart Goose",200
"695",2017-06-23,"Getting Started",153
"696",2017-06-23,"Recipe Book",104
"697",2017-06-24,"Advanced Techniques",226
"698",2017-06-24,"For Kids: One Smart Goose",225
"699",2017-06-24,"Getting Started",165
"700",2017-06-24,"Recipe Book",112
"701",2017-06-25,"Advanced Techniques",221
"702",2017-06-25,"For Kids: One Smart Goose",231
"703",2017-06-25,"Getting Started",179
"704",2017-06-25,"Recipe Book",118
"705",2017-06-26,"Advanced Techniques",188
"706",2017-06-26,"For Kids: One Smart Goose",194
"707",2017-06-26,"Getting Started",148
"708",2017-06-26,"Recipe Book",98
"709",2017-06-27,"Advanced Techniques",196
"710",2017-06-27,"For Kids: One Smart Goose",191
"711",2017-06-27,"Getting Started",148
"712",2017-06-27,"Recipe Book",102
"713",2017-06-28,"Advanced Techniques",189
"714",2017-06-28,"For Kids: One Smart Goose",195
"715",2017-06-28,"Getting Started",148
"716",2017-06-28,"Recipe Book",99
"717",2017-06-29,"Advanced Techniques",190
"718",2017-06-29,"For Kids: One Smart Goose",195
"719",2017-06-29,"Getting Started",145
"720",2017-06-29,"Recipe Book",99
"721",2017-06-30,"Advanced Techniques",199
"722",2017-06-30,"For Kids: One Smart Goose",201
"723",2017-06-30,"Getting Started",154
"724",2017-06-30,"Recipe Book",105
"725",2017-07-01,"Advanced Techniques",225
"726",2017-07-01,"For Kids: One Smart Goose",227
"727",2017-07-01,"Getting Started",167
"728",2017-07-01,"Recipe Book",116
"729",2017-07-02,"Advanced Techniques",224
"730",2017-07-02,"For Kids: One Smart Goose",233
"731",2017-07-02,"Getting Started",181
"732",2017-07-02,"Recipe Book",120
"733",2017-07-03,"Advanced Techniques",190
"734",2017-07-03,"For Kids: One Smart Goose",191
"735",2017-07-03,"Getting Started",148
"736",2017-07-03,"Recipe Book",102
"737",2017-07-04,"Advanced Techniques",190
"738",2017-07-04,"For Kids: One Smart Goose",198
"739",2017-07-04,"Getting Started",156
"740",2017-07-04,"Recipe Book",101
"741",2017-07-05,"Advanced Techniques",193
"742",2017-07-05,"For Kids: One Smart Goose",193
"743",2017-07-05,"Getting Started",150
"744",2017-07-05,"Recipe Book",101
"745",2017-07-06,"Advanced Techniques",179
"746",2017-07-06,"For Kids: One Smart Goose",195
"747",2017-07-06,"Getting Started",153
"748",2017-07-06,"Recipe Book",99
"749",2017-07-07,"Advanced Techniques",190
"750",2017-07-07,"For Kids: One Smart Goose",198
"751",2017-07-07,"Getting Started",160
"752",2017-07-07,"Recipe Book",103
"753",2017-07-08,"Advanced Techniques",219
"754",2017-07-08,"For Kids: One Smart Goose",227
"755",2017-07-08,"Getting Started",175
"756",2017-07-08,"Recipe Book",123
"757",2017-07-09,"Advanced Techniques",219
"758",2017-07-09,"For Kids: One Smart Goose",238
"759",2017-07-09,"Getting Started",185
"760",2017-07-09,"Recipe Book",124
"761",2017-07-10,"Advanced Techniques",188
"762",2017-07-10,"For Kids: One Smart Goose",193
"763",2017-07-10,"Getting Started",156
"764",2017-07-10,"Recipe Book",102
"765",2017-07-11,"Advanced Techniques",189
"766",2017-07-11,"For Kids: One Smart Goose",192
"767",2017-07-11,"Getting Started",154
"768",2017-07-11,"Recipe Book",98
"769",2017-07-12,"Advanced Techniques",180
"770",2017-07-12,"For Kids: One Smart Goose",197
"771",2017-07-12,"Getting Started",152
"772",2017-07-12,"Recipe Book",101
"773",2017-07-13,"Advanced Techniques",186
"774",2017-07-13,"For Kids: One Smart Goose",194
"775",2017-07-13,"Getting Started",159
"776",2017-07-13,"Recipe Book",100
"777",2017-07-14,"Advanced Techniques",189
"778",2017-07-14,"For Kids: One Smart Goose",204
"779",2017-07-14,"Getting Started",165
"780",2017-07-14,"Recipe Book",104
"781",2017-07-15,"Advanced Techniques",204
"782",2017-07-15,"For Kids: One Smart Goose",226
"783",2017-07-15,"Getting Started",175
"784",2017-07-15,"Recipe Book",114
"785",2017-07-16,"Advanced Techniques",217
"786",2017-07-16,"For Kids: One Smart Goose",236
"787",2017-07-16,"Getting Started",190
"788",2017-07-16,"Recipe Book",122
"789",2017-07-17,"Advanced Techniques",183
"790",2017-07-17,"For Kids: One Smart Goose",202
"791",2017-07-17,"Getting Started",160
"792",2017-07-17,"Recipe Book",102
"793",2017-07-18,"Advanced Techniques",184
"794",2017-07-18,"For Kids: One Smart Goose",202
"795",2017-07-18,"Getting Started",160
"796",2017-07-18,"Recipe Book",104
"797",2017-07-19,"Advanced Techniques",185
"798",2017-07-19,"For Kids: One Smart Goose",203
"799",2017-07-19,"Getting Started",162
"800",2017-07-19,"Recipe Book",102
"801",2017-07-20,"Advanced Techniques",184
"802",2017-07-20,"For Kids: One Smart Goose",203
"803",2017-07-20,"Getting Started",163
"804",2017-07-20,"Recipe Book",102
"805",2017-07-21,"Advanced Techniques",186
"806",2017-07-21,"For Kids: One Smart Goose",208
"807",2017-07-21,"Getting Started",172
"808",2017-07-21,"Recipe Book",109
"809",2017-07-22,"Advanced Techniques",210
"810",2017-07-22,"For Kids: One Smart Goose",231
"811",2017-07-22,"Getting Started",179
"812",2017-07-22,"Recipe Book",115
"813",2017-07-23,"Advanced Techniques",219
"814",2017-07-23,"For Kids: One Smart Goose",232
"815",2017-07-23,"Getting Started",197
"816",2017-07-23,"Recipe Book",122
"817",2017-07-24,"Advanced Techniques",178
"818",2017-07-24,"For Kids: One Smart Goose",201
"819",2017-07-24,"Getting Started",162
"820",2017-07-24,"Recipe Book",103
"821",2017-07-25,"Advanced Techniques",177
"822",2017-07-25,"For Kids: One Smart Goose",207
"823",2017-07-25,"Getting Started",168
"824",2017-07-25,"Recipe Book",103
"825",2017-07-26,"Advanced Techniques",181
"826",2017-07-26,"For Kids: One Smart Goose",196
"827",2017-07-26,"Getting Started",172
"828",2017-07-26,"Recipe Book",103
"829",2017-07-27,"Advanced Techniques",179
"830",2017-07-27,"For Kids: One Smart Goose",201
"831",2017-07-27,"Getting Started",167
"832",2017-07-27,"Recipe Book",107
"833",2017-07-28,"Advanced Techniques",185
"834",2017-07-28,"For Kids: One Smart Goose",204
"835",2017-07-28,"Getting Started",174
"836",2017-07-28,"Recipe Book",111
"837",2017-07-29,"Advanced Techniques",209
"838",2017-07-29,"For Kids: One Smart Goose",227
"839",2017-07-29,"Getting Started",189
"840",2017-07-29,"Recipe Book",120
"841",2017-07-30,"Advanced Techniques",203
"842",2017-07-30,"For Kids: One Smart Goose",238
"843",2017-07-30,"Getting Started",196
"844",2017-07-30,"Recipe Book",122
"845",2017-07-31,"Advanced Techniques",172
"846",2017-07-31,"For Kids: One Smart Goose",194
"847",2017-07-31,"Getting Started",164
"848",2017-07-31,"Recipe Book",104
"849",2017-08-01,"Advanced Techniques",170
"850",2017-08-01,"For Kids: One Smart Goose",191
"851",2017-08-01,"Getting Started",164
"852",2017-08-01,"Recipe Book",102
"853",2017-08-02,"Advanced Techniques",170
"854",2017-08-02,"For Kids: One Smart Goose",197
"855",2017-08-02,"Getting Started",161
"856",2017-08-02,"Recipe Book",103
"857",2017-08-03,"Advanced Techniques",166
"858",2017-08-03,"For Kids: One Smart Goose",194
"859",2017-08-03,"Getting Started",159
"860",2017-08-03,"Recipe Book",105
"861",2017-08-04,"Advanced Techniques",175
"862",2017-08-04,"For Kids: One Smart Goose",208
"863",2017-08-04,"Getting Started",168
"864",2017-08-04,"Recipe Book",109
"865",2017-08-05,"Advanced Techniques",193
"866",2017-08-05,"For Kids: One Smart Goose",221
"867",2017-08-05,"Getting Started",185
"868",2017-08-05,"Recipe Book",115
"869",2017-08-06,"Advanced Techniques",208
"870",2017-08-06,"For Kids: One Smart Goose",236
"871",2017-08-06,"Getting Started",201
"872",2017-08-06,"Recipe Book",123
"873",2017-08-07,"Advanced Techniques",173
"874",2017-08-07,"For Kids: One Smart Goose",202
"875",2017-08-07,"Getting Started",169
"876",2017-08-07,"Recipe Book",105
"877",2017-08-08,"Advanced Techniques",170
"878",2017-08-08,"For Kids: One Smart Goose",195
"879",2017-08-08,"Getting Started",167
"880",2017-08-08,"Recipe Book",104
"881",2017-08-09,"Advanced Techniques",168
"882",2017-08-09,"For Kids: One Smart Goose",198
"883",2017-08-09,"Getting Started",166
"884",2017-08-09,"Recipe Book",103
"885",2017-08-10,"Advanced Techniques",167
"886",2017-08-10,"For Kids: One Smart Goose",202
"887",2017-08-10,"Getting Started",167
"888",2017-08-10,"Recipe Book",104
"889",2017-08-11,"Advanced Techniques",176
"890",2017-08-11,"For Kids: One Smart Goose",208
"891",2017-08-11,"Getting Started",174
"892",2017-08-11,"Recipe Book",108
"893",2017-08-12,"Advanced Techniques",192
"894",2017-08-12,"For Kids: One Smart Goose",232
"895",2017-08-12,"Getting Started",194
"896",2017-08-12,"Recipe Book",122
"897",2017-08-13,"Advanced Techniques",193
"898",2017-08-13,"For Kids: One Smart Goose",235
"899",2017-08-13,"Getting Started",200
"900",2017-08-13,"Recipe Book",125
"901",2017-08-14,"Advanced Techniques",167
"902",2017-08-14,"For Kids: One Smart Goose",194
"903",2017-08-14,"Getting Started",164
"904",2017-08-14,"Recipe Book",104
"905",2017-08-15,"Advanced Techniques",159
"906",2017-08-15,"For Kids: One Smart Goose",196
"907",2017-08-15,"Getting Started",169
"908",2017-08-15,"Recipe Book",105
"909",2017-08-16,"Advanced Techniques",167
"910",2017-08-16,"For Kids: One Smart Goose",203
"911",2017-08-16,"Getting Started",178
"912",2017-08-16,"Recipe Book",104
"913",2017-08-17,"Advanced Techniques",174
"914",2017-08-17,"For Kids: One Smart Goose",204
"915",2017-08-17,"Getting Started",179
"916",2017-08-17,"Recipe Book",110
"917",2017-08-18,"Advanced Techniques",184
"918",2017-08-18,"For Kids: One Smart Goose",222
"919",2017-08-18,"Getting Started",188
"920",2017-08-18,"Recipe Book",121
"921",2017-08-19,"Advanced Techniques",208
"922",2017-08-19,"For Kids: One Smart Goose",248
"923",2017-08-19,"Getting Started",215
"924",2017-08-19,"Recipe Book",132
"925",2017-08-20,"Advanced Techniques",213
"926",2017-08-20,"For Kids: One Smart Goose",263
"927",2017-08-20,"Getting Started",224
"928",2017-08-20,"Recipe Book",137
"929",2017-08-21,"Advanced Techniques",177
"930",2017-08-21,"For Kids: One Smart Goose",211
"931",2017-08-21,"Getting Started",180
"932",2017-08-21,"Recipe Book",115
"933",2017-08-22,"Advanced Techniques",164
"934",2017-08-22,"For Kids: One Smart Goose",206
"935",2017-08-22,"Getting Started",176
"936",2017-08-22,"Recipe Book",108
"937",2017-08-23,"Advanced Techniques",166
"938",2017-08-23,"For Kids: One Smart Goose",200
"939",2017-08-23,"Getting Started",173
"940",2017-08-23,"Recipe Book",110
"941",2017-08-24,"Advanced Techniques",160
"942",2017-08-24,"For Kids: One Smart Goose",204
"943",2017-08-24,"Getting Started",175
"944",2017-08-24,"Recipe Book",109
"945",2017-08-25,"Advanced Techniques",163
"946",2017-08-25,"For Kids: One Smart Goose",202
"947",2017-08-25,"Getting Started",182
"948",2017-08-25,"Recipe Book",114
"949",2017-08-26,"Advanced Techniques",181
"950",2017-08-26,"For Kids: One Smart Goose",229
"951",2017-08-26,"Getting Started",196
"952",2017-08-26,"Recipe Book",120
"953",2017-08-27,"Advanced Techniques",192
"954",2017-08-27,"For Kids: One Smart Goose",231
"955",2017-08-27,"Getting Started",212
"956",2017-08-27,"Recipe Book",128
"957",2017-08-28,"Advanced Techniques",156
"958",2017-08-28,"For Kids: One Smart Goose",198
"959",2017-08-28,"Getting Started",170
"960",2017-08-28,"Recipe Book",108
"961",2017-08-29,"Advanced Techniques",161
"962",2017-08-29,"For Kids: One Smart Goose",199
"963",2017-08-29,"Getting Started",174
"964",2017-08-29,"Recipe Book",107
"965",2017-08-30,"Advanced Techniques",151
"966",2017-08-30,"For Kids: One Smart Goose",202
"967",2017-08-30,"Getting Started",172
"968",2017-08-30,"Recipe Book",107
"969",2017-08-31,"Advanced Techniques",153
"970",2017-08-31,"For Kids: One Smart Goose",200
"971",2017-08-31,"Getting Started",174
"972",2017-08-31,"Recipe Book",103
"973",2017-09-01,"Advanced Techniques",160
"974",2017-09-01,"For Kids: One Smart Goose",198
"975",2017-09-01,"Getting Started",184
"976",2017-09-01,"Recipe Book",112
"977",2017-09-02,"Advanced Techniques",176
"978",2017-09-02,"For Kids: One Smart Goose",223
"979",2017-09-02,"Getting Started",201
"980",2017-09-02,"Recipe Book",123
"981",2017-09-03,"Advanced Techniques",183
"982",2017-09-03,"For Kids: One Smart Goose",236
"983",2017-09-03,"Getting Started",203
"984",2017-09-03,"Recipe Book",128
"985",2017-09-04,"Advanced Techniques",152
"986",2017-09-04,"For Kids: One Smart Goose",198
"987",2017-09-04,"Getting Started",172
"988",2017-09-04,"Recipe Book",106
"989",2017-09-05,"Advanced Techniques",154
"990",2017-09-05,"For Kids: One Smart Goose",191
"991",2017-09-05,"Getting Started",177
"992",2017-09-05,"Recipe Book",105
"993",2017-09-06,"Advanced Techniques",155
"994",2017-09-06,"For Kids: One Smart Goose",193
"995",2017-09-06,"Getting Started",174
"996",2017-09-06,"Recipe Book",107
"997",2017-09-07,"Advanced Techniques",152
"998",2017-09-07,"For Kids: One Smart Goose",203
"999",2017-09-07,"Getting Started",172
"1000",2017-09-07,"Recipe Book",110
"1001",2017-09-08,"Advanced Techniques",162
"1002",2017-09-08,"For Kids: One Smart Goose",205
"1003",2017-09-08,"Getting Started",183
"1004",2017-09-08,"Recipe Book",114
"1005",2017-09-09,"Advanced Techniques",174
"1006",2017-09-09,"For Kids: One Smart Goose",231
"1007",2017-09-09,"Getting Started",201
"1008",2017-09-09,"Recipe Book",122
"1009",2017-09-10,"Advanced Techniques",183
"1010",2017-09-10,"For Kids: One Smart Goose",244
"1011",2017-09-10,"Getting Started",202
"1012",2017-09-10,"Recipe Book",131
"1013",2017-09-11,"Advanced Techniques",152
"1014",2017-09-11,"For Kids: One Smart Goose",200
"1015",2017-09-11,"Getting Started",175
"1016",2017-09-11,"Recipe Book",110
"1017",2017-09-12,"Advanced Techniques",152
"1018",2017-09-12,"For Kids: One Smart Goose",201
"1019",2017-09-12,"Getting Started",174
"1020",2017-09-12,"Recipe Book",110
"1021",2017-09-13,"Advanced Techniques",150
"1022",2017-09-13,"For Kids: One Smart Goose",198
"1023",2017-09-13,"Getting Started",172
"1024",2017-09-13,"Recipe Book",111
"1025",2017-09-14,"Advanced Techniques",148
"1026",2017-09-14,"For Kids: One Smart Goose",195
"1027",2017-09-14,"Getting Started",171
"1028",2017-09-14,"Recipe Book",108
"1029",2017-09-15,"Advanced Techniques",154
"1030",2017-09-15,"For Kids: One Smart Goose",203
"1031",2017-09-15,"Getting Started",177
"1032",2017-09-15,"Recipe Book",113
"1033",2017-09-16,"Advanced Techniques",170
"1034",2017-09-16,"For Kids: One Smart Goose",220
"1035",2017-09-16,"Getting Started",198
"1036",2017-09-16,"Recipe Book",126
"1037",2017-09-17,"Advanced Techniques",182
"1038",2017-09-17,"For Kids: One Smart Goose",229
"1039",2017-09-17,"Getting Started",203
"1040",2017-09-17,"Recipe Book",134
"1041",2017-09-18,"Advanced Techniques",150
"1042",2017-09-18,"For Kids: One Smart Goose",202
"1043",2017-09-18,"Getting Started",176
"1044",2017-09-18,"Recipe Book",113
"1045",2017-09-19,"Advanced Techniques",157
"1046",2017-09-19,"For Kids: One Smart Goose",198
"1047",2017-09-19,"Getting Started",180
"1048",2017-09-19,"Recipe Book",112
"1049",2017-09-20,"Advanced Techniques",151
"1050",2017-09-20,"For Kids: One Smart Goose",194
"1051",2017-09-20,"Getting Started",176
"1052",2017-09-20,"Recipe Book",110
"1053",2017-09-21,"Advanced Techniques",149
"1054",2017-09-21,"For Kids: One Smart Goose",199
"1055",2017-09-21,"Getting Started",174
"1056",2017-09-21,"Recipe Book",112
"1057",2017-09-22,"Advanced Techniques",159
"1058",2017-09-22,"For Kids: One Smart Goose",208
"1059",2017-09-22,"Getting Started",185
"1060",2017-09-22,"Recipe Book",116
"1061",2017-09-23,"Advanced Techniques",175
"1062",2017-09-23,"For Kids: One Smart Goose",224
"1063",2017-09-23,"Getting Started",200
"1064",2017-09-23,"Recipe Book",129
"1065",2017-09-24,"Advanced Techniques",179
"1066",2017-09-24,"For Kids: One Smart Goose",232
"1067",2017-09-24,"Getting Started",209
"1068",2017-09-24,"Recipe Book",134
"1069",2017-09-25,"Advanced Techniques",148
"1070",2017-09-25,"For Kids: One Smart Goose",198
"1071",2017-09-25,"Getting Started",173
"1072",2017-09-25,"Recipe Book",111
"1073",2017-09-26,"Advanced Techniques",147
"1074",2017-09-26,"For Kids: One Smart Goose",206
"1075",2017-09-26,"Getting Started",181
"1076",2017-09-26,"Recipe Book",114
"1077",2017-09-27,"Advanced Techniques",146
"1078",2017-09-27,"For Kids: One Smart Goose",196
"1079",2017-09-27,"Getting Started",172
"1080",2017-09-27,"Recipe Book",113
"1081",2017-09-28,"Advanced Techniques",150
"1082",2017-09-28,"For Kids: One Smart Goose",195
"1083",2017-09-28,"Getting Started",177
"1084",2017-09-28,"Recipe Book",110
"1085",2017-09-29,"Advanced Techniques",153
