"","date","country","Sales"
"831",2017-05-19,"Germany",223
"832",2017-05-19,"Italy",169
"833",2017-05-19,"Poland",68
"834",2017-05-19,"Spain",143
"835",2017-05-20,"Belgium",240
"836",2017-05-20,"France",207
"837",2017-05-20,"Germany",247
"838",2017-05-20,"Italy",177
"839",2017-05-20,"Poland",74
"840",2017-05-20,"Spain",150
"841",2017-05-21,"Belgium",256
"842",2017-05-21,"France",216
"843",2017-05-21,"Germany",256
"844",2017-05-21,"Italy",183
"845",2017-05-21,"Poland",77
"846",2017-05-21,"Spain",162
"847",2017-05-22,"Belgium",211
"848",2017-05-22,"France",191
"849",2017-05-22,"Germany",204
"850",2017-05-22,"Italy",152
"851",2017-05-22,"Poland",66
"852",2017-05-22,"Spain",136
"853",2017-05-23,"Belgium",212
"854",2017-05-23,"France",189
"855",2017-05-23,"Germany",217
"856",2017-05-23,"Italy",156
"857",2017-05-23,"Poland",67
"858",2017-05-23,"Spain",137
"859",2017-05-24,"Belgium",205
"860",2017-05-24,"France",189
"861",2017-05-24,"Germany",213
"862",2017-05-24,"Italy",154
"863",2017-05-24,"Poland",65
"864",2017-05-24,"Spain",134
"865",2017-05-25,"Belgium",214
"866",2017-05-25,"France",192
"867",2017-05-25,"Germany",213
"868",2017-05-25,"Italy",154
"869",2017-05-25,"Poland",67
"870",2017-05-25,"Spain",137
"871",2017-05-26,"Belgium",226
"872",2017-05-26,"France",192
"873",2017-05-26,"Germany",234
"874",2017-05-26,"Italy",169
"875",2017-05-26,"Poland",70
"876",2017-05-26,"Spain",143
"877",2017-05-27,"Belgium",265
"878",2017-05-27,"France",218
"879",2017-05-27,"Germany",265
"880",2017-05-27,"Italy",177
"881",2017-05-27,"Poland",75
"882",2017-05-27,"Spain",153
"883",2017-05-28,"Belgium",275
"884",2017-05-28,"France",246
"885",2017-05-28,"Germany",282
"886",2017-05-28,"Italy",193
"887",2017-05-28,"Poland",78
"888",2017-05-28,"Spain",162
"889",2017-05-29,"Belgium",237
"890",2017-05-29,"France",209
"891",2017-05-29,"Germany",234
"892",2017-05-29,"Italy",150
"893",2017-05-29,"Poland",67
"894",2017-05-29,"Spain",138
"895",2017-05-30,"Belgium",241
"896",2017-05-30,"France",203
"897",2017-05-30,"Germany",236
"898",2017-05-30,"Italy",152
"899",2017-05-30,"Poland",67
"900",2017-05-30,"Spain",136
"901",2017-05-31,"Belgium",229
"902",2017-05-31,"France",197
"903",2017-05-31,"Germany",241
"904",2017-05-31,"Italy",150
"905",2017-05-31,"Poland",66
"906",2017-05-31,"Spain",134
"907",2017-06-01,"Belgium",215
"908",2017-06-01,"France",193
"909",2017-06-01,"Germany",228
"910",2017-06-01,"Italy",156
"911",2017-06-01,"Poland",64
"912",2017-06-01,"Spain",129
"913",2017-06-02,"Belgium",225
"914",2017-06-02,"France",204
"915",2017-06-02,"Germany",225
"916",2017-06-02,"Italy",168
"917",2017-06-02,"Poland",70
"918",2017-06-02,"Spain",140
"919",2017-06-03,"Belgium",240
"920",2017-06-03,"France",216
"921",2017-06-03,"Germany",239
"922",2017-06-03,"Italy",178
"923",2017-06-03,"Poland",74
"924",2017-06-03,"Spain",153
"925",2017-06-04,"Belgium",236
"926",2017-06-04,"France",221
"927",2017-06-04,"Germany",252
"928",2017-06-04,"Italy",193
"929",2017-06-04,"Poland",81
"930",2017-06-04,"Spain",166
"931",2017-06-05,"Belgium",207
"932",2017-06-05,"France",182
"933",2017-06-05,"Germany",213
"934",2017-06-05,"Italy",167
"935",2017-06-05,"Poland",68
"936",2017-06-05,"Spain",128
"937",2017-06-06,"Belgium",218
"938",2017-06-06,"France",181
"939",2017-06-06,"Germany",214
"940",2017-06-06,"Italy",174
"941",2017-06-06,"Poland",70
"942",2017-06-06,"Spain",135
"943",2017-06-07,"Belgium",222
"944",2017-06-07,"France",191
"945",2017-06-07,"Germany",223
"946",2017-06-07,"Italy",172
"947",2017-06-07,"Poland",72
"948",2017-06-07,"Spain",135
"949",2017-06-08,"Belgium",230
"950",2017-06-08,"France",202
"951",2017-06-08,"Germany",224
"952",2017-06-08,"Italy",169
"953",2017-06-08,"Poland",74
"954",2017-06-08,"Spain",132
"955",2017-06-09,"Belgium",244
"956",2017-06-09,"France",210
"957",2017-06-09,"Germany",250
"958",2017-06-09,"Italy",175
"959",2017-06-09,"Poland",77
"960",2017-06-09,"Spain",140
"961",2017-06-10,"Belgium",274
"962",2017-06-10,"France",233
"963",2017-06-10,"Germany",274
"964",2017-06-10,"Italy",177
"965",2017-06-10,"Poland",79
"966",2017-06-10,"Spain",155
"967",2017-06-11,"Belgium",281
"968",2017-06-11,"France",237
"969",2017-06-11,"Germany",279
"970",2017-06-11,"Italy",186
"971",2017-06-11,"Poland",80
"972",2017-06-11,"Spain",156
"973",2017-06-12,"Belgium",221
"974",2017-06-12,"France",193
"975",2017-06-12,"Germany",218
"976",2017-06-12,"Italy",149
"977",2017-06-12,"Poland",67
"978",2017-06-12,"Spain",136
"979",2017-06-13,"Belgium",221
"980",2017-06-13,"France",184
"981",2017-06-13,"Germany",220
"982",2017-06-13,"Italy",153
"983",2017-06-13,"Poland",66
"984",2017-06-13,"Spain",133
"985",2017-06-14,"Belgium",211
"986",2017-06-14,"France",182
"987",2017-06-14,"Germany",213
"988",2017-06-14,"Italy",152
"989",2017-06-14,"Poland",64
"990",2017-06-14,"Spain",128
"991",2017-06-15,"Belgium",213
"992",2017-06-15,"France",180
"993",2017-06-15,"Germany",206
"994",2017-06-15,"Italy",154
"995",2017-06-15,"Poland",64
"996",2017-06-15,"Spain",129
"997",2017-06-16,"Belgium",216
"998",2017-06-16,"France",188
"999",2017-06-16,"Germany",220
"1000",2017-06-16,"Italy",158
"1001",2017-06-16,"Poland",72
"1002",2017-06-16,"Spain",142
"1003",2017-06-17,"Belgium",239
"1004",2017-06-17,"France",204
"1005",2017-06-17,"Germany",241
"1006",2017-06-17,"Italy",174
"1007",2017-06-17,"Poland",81
"1008",2017-06-17,"Spain",153
"1009",2017-06-18,"Belgium",249
"1010",2017-06-18,"France",222
"1011",2017-06-18,"Germany",250
"1012",2017-06-18,"Italy",184
"1013",2017-06-18,"Poland",85
"1014",2017-06-18,"Spain",156
"1015",2017-06-19,"Belgium",210
"1016",2017-06-19,"France",180
"1017",2017-06-19,"Germany",204
"1018",2017-06-19,"Italy",152
"1019",2017-06-19,"Poland",74
"1020",2017-06-19,"Spain",129
"1021",2017-06-20,"Belgium",212
"1022",2017-06-20,"France",181
"1023",2017-06-20,"Germany",209
"1024",2017-06-20,"Italy",155
"1025",2017-06-20,"Poland",73
"1026",2017-06-20,"Spain",129
"1027",2017-06-21,"Belgium",203
"1028",2017-06-21,"France",190
"1029",2017-06-21,"Germany",204
"1030",2017-06-21,"Italy",148
"1031",2017-06-21,"Poland",72
"1032",2017-06-21,"Spain",131
"1033",2017-06-22,"Belgium",202
"1034",2017-06-22,"France",181
"1035",2017-06-22,"Germany",212
"1036",2017-06-22,"Italy",155
"1037",2017-06-22,"Poland",69
"1038",2017-06-22,"Spain",134
"1039",2017-06-23,"Belgium",220
"1040",2017-06-23,"France",188
"1041",2017-06-23,"Germany",208
"1042",2017-06-23,"Italy",158
"1043",2017-06-23,"Poland",68
"1044",2017-06-23,"Spain",136
"1045",2017-06-24,"Belgium",235
"1046",2017-06-24,"France",208
"1047",2017-06-24,"Germany",246
"1048",2017-06-24,"Italy",176
"1049",2017-06-24,"Poland",75
"1050",2017-06-24,"Spain",152
"1051",2017-06-25,"Belgium",249
"1052",2017-06-25,"France",211
"1053",2017-06-25,"Germany",249
"1054",2017-06-25,"Italy",178
"1055",2017-06-25,"Poland",80
"1056",2017-06-25,"Spain",156
"1057",2017-06-26,"Belgium",212
"1058",2017-06-26,"France",180
"1059",2017-06-26,"Germany",203
"1060",2017-06-26,"Italy",152
"1061",2017-06-26,"Poland",64
"1062",2017-06-26,"Spain",130
"1063",2017-06-27,"Belgium",208
"1064",2017-06-27,"France",190
"1065",2017-06-27,"Germany",209
"1066",2017-06-27,"Italy",150
"1067",2017-06-27,"Poland",65
"1068",2017-06-27,"Spain",133
"1069",2017-06-28,"Belgium",206
"1070",2017-06-28,"France",178
"1071",2017-06-28,"Germany",210
"1072",2017-06-28,"Italy",150
"1073",2017-06-28,"Poland",66
"1074",2017-06-28,"Spain",135
"1075",2017-06-29,"Belgium",209
"1076",2017-06-29,"France",183
"1077",2017-06-29,"Germany",206
"1078",2017-06-29,"Italy",150
"1079",2017-06-29,"Poland",62
"1080",2017-06-29,"Spain",131
"1081",2017-06-30,"Belgium",216
"1082",2017-06-30,"France",191
"1083",2017-06-30,"Germany",214
"1084",2017-06-30,"Italy",160
"1085",2017-06-30,"Poland",66
"1086",2017-06-30,"Spain",140
"1087",2017-07-01,"Belgium",239
"1088",2017-07-01,"France",217
"1089",2017-07-01,"Germany",244
"1090",2017-07-01,"Italy",172
"1091",2017-07-01,"Poland",77
"1092",2017-07-01,"Spain",153
"1093",2017-07-02,"Belgium",256
"1094",2017-07-02,"France",209
"1095",2017-07-02,"Germany",251
"1096",2017-07-02,"Italy",184
"1097",2017-07-02,"Poland",78
"1098",2017-07-02,"Spain",159
"1099",2017-07-03,"Belgium",212
"1100",2017-07-03,"France",186
"1101",2017-07-03,"Germany",205
"1102",2017-07-03,"Italy",149
"1103",2017-07-03,"Poland",66
"1104",2017-07-03,"Spain",130
"1105",2017-07-04,"Belgium",217
"1106",2017-07-04,"France",185
"1107",2017-07-04,"Germany",208
"1108",2017-07-04,"Italy",156
"1109",2017-07-04,"Poland",63
"1110",2017-07-04,"Spain",138
"1111",2017-07-05,"Belgium",211
"1112",2017-07-05,"France",184
"1113",2017-07-05,"Germany",212
"1114",2017-07-05,"Italy",152
"1115",2017-07-05,"Poland",65
"1116",2017-07-05,"Spain",132
"1117",2017-07-06,"Belgium",210
"1118",2017-07-06,"France",179
"1119",2017-07-06,"Germany",200
"1120",2017-07-06,"Italy",155
"1121",2017-07-06,"Poland",63
"1122",2017-07-06,"Spain",132
"1123",2017-07-07,"Belgium",216
"1124",2017-07-07,"France",187
"1125",2017-07-07,"Germany",213
"1126",2017-07-07,"Italy",157
"1127",2017-07-07,"Poland",68
"1128",2017-07-07,"Spain",138
"1129",2017-07-08,"Belgium",244
"1130",2017-07-08,"France",209
"1131",2017-07-08,"Germany",246
"1132",2017-07-08,"Italy",184
"1133",2017-07-08,"Poland",78
"1134",2017-07-08,"Spain",156
"1135",2017-07-09,"Belgium",257
"1136",2017-07-09,"France",219
"1137",2017-07-09,"Germany",256
"1138",2017-07-09,"Italy",184
"1139",2017-07-09,"Poland",79
"1140",2017-07-09,"Spain",155
"1141",2017-07-10,"Belgium",207
"1142",2017-07-10,"France",183
"1143",2017-07-10,"Germany",212
"1144",2017-07-10,"Italy",158
"1145",2017-07-10,"Poland",65
"1146",2017-07-10,"Spain",132
"1147",2017-07-11,"Belgium",205
"1148",2017-07-11,"France",185
"1149",2017-07-11,"Germany",211
"1150",2017-07-11,"Italy",152
"1151",2017-07-11,"Poland",63
"1152",2017-07-11,"Spain",134
"1153",2017-07-12,"Belgium",204
"1154",2017-07-12,"France",181
"1155",2017-07-12,"Germany",212
"1156",2017-07-12,"Italy",152
"1157",2017-07-12,"Poland",66
"1158",2017-07-12,"Spain",130
"1159",2017-07-13,"Belgium",216
"1160",2017-07-13,"France",179
"1161",2017-07-13,"Germany",208
"1162",2017-07-13,"Italy",156
"1163",2017-07-13,"Poland",62
"1164",2017-07-13,"Spain",136
"1165",2017-07-14,"Belgium",214
"1166",2017-07-14,"France",195
"1167",2017-07-14,"Germany",218
"1168",2017-07-14,"Italy",157
"1169",2017-07-14,"Poland",67
"1170",2017-07-14,"Spain",140
"1171",2017-07-15,"Belgium",242
"1172",2017-07-15,"France",208
"1173",2017-07-15,"Germany",235
"1174",2017-07-15,"Italy",164
"1175",2017-07-15,"Poland",74
"1176",2017-07-15,"Spain",153
"1177",2017-07-16,"Belgium",248
"1178",2017-07-16,"France",232
"1179",2017-07-16,"Germany",252
"1180",2017-07-16,"Italy",179
"1181",2017-07-16,"Poland",80
"1182",2017-07-16,"Spain",158
"1183",2017-07-17,"Belgium",203
"1184",2017-07-17,"France",199
"1185",2017-07-17,"Germany",214
"1186",2017-07-17,"Italy",154
"1187",2017-07-17,"Poland",65
"1188",2017-07-17,"Spain",135
"1189",2017-07-18,"Belgium",214
"1190",2017-07-18,"France",203
"1191",2017-07-18,"Germany",213
"1192",2017-07-18,"Italy",150
"1193",2017-07-18,"Poland",65
"1194",2017-07-18,"Spain",130
"1195",2017-07-19,"Belgium",211
"1196",2017-07-19,"France",209
"1197",2017-07-19,"Germany",211
"1198",2017-07-19,"Italy",153
"1199",2017-07-19,"Poland",64
"1200",2017-07-19,"Spain",130
"1201",2017-07-20,"Belgium",210
"1202",2017-07-20,"France",201
"1203",2017-07-20,"Germany",218
"1204",2017-07-20,"Italy",154
"1205",2017-07-20,"Poland",62
"1206",2017-07-20,"Spain",133
"1207",2017-07-21,"Belgium",225
"1208",2017-07-21,"France",202
"1209",2017-07-21,"Germany",220
"1210",2017-07-21,"Italy",163
"1211",2017-07-21,"Poland",67
"1212",2017-07-21,"Spain",136
"1213",2017-07-22,"Belgium",243
"1214",2017-07-22,"France",220
"1215",2017-07-22,"Germany",238
"1216",2017-07-22,"Italy",168
"1217",2017-07-22,"Poland",76
"1218",2017-07-22,"Spain",156
"1219",2017-07-23,"Belgium",260
"1220",2017-07-23,"France",227
"1221",2017-07-23,"Germany",250
"1222",2017-07-23,"Italy",180
"1223",2017-07-23,"Poland",78
"1224",2017-07-23,"Spain",158
"1225",2017-07-24,"Belgium",225
"1226",2017-07-24,"France",180
"1227",2017-07-24,"Germany",211
"1228",2017-07-24,"Italy",154
"1229",2017-07-24,"Poland",63
"1230",2017-07-24,"Spain",132
"1231",2017-07-25,"Belgium",243
"1232",2017-07-25,"France",180
"1233",2017-07-25,"Germany",212
"1234",2017-07-25,"Italy",150
"1235",2017-07-25,"Poland",66
"1236",2017-07-25,"Spain",132
"1237",2017-07-26,"Belgium",230
"1238",2017-07-26,"France",187
"1239",2017-07-26,"Germany",213
"1240",2017-07-26,"Italy",153
"1241",2017-07-26,"Poland",66
"1242",2017-07-26,"Spain",129
"1243",2017-07-27,"Belgium",238
"1244",2017-07-27,"France",177
"1245",2017-07-27,"Germany",212
"1246",2017-07-27,"Italy",155
"1247",2017-07-27,"Poland",66
"1248",2017-07-27,"Spain",132
"1249",2017-07-28,"Belgium",232
"1250",2017-07-28,"France",194
"1251",2017-07-28,"Germany",216
"1252",2017-07-28,"Italy",161
"1253",2017-07-28,"Poland",68
"1254",2017-07-28,"Spain",140
"1255",2017-07-29,"Belgium",256
"1256",2017-07-29,"France",212
"1257",2017-07-29,"Germany",248
"1258",2017-07-29,"Italy",176
"1259",2017-07-29,"Poland",76
"1260",2017-07-29,"Spain",149
"1261",2017-07-30,"Belgium",253
"1262",2017-07-30,"France",219
"1263",2017-07-30,"Germany",255
"1264",2017-07-30,"Italy",179
"1265",2017-07-30,"Poland",78
"1266",2017-07-30,"Spain",155
"1267",2017-07-31,"Belgium",216
"1268",2017-07-31,"France",178
"1269",2017-07-31,"Germany",207
"1270",2017-07-31,"Italy",156
"1271",2017-07-31,"Poland",62
"1272",2017-07-31,"Spain",132
"1273",2017-08-01,"Belgium",206
"1274",2017-08-01,"France",176
"1275",2017-08-01,"Germany",211
"1276",2017-08-01,"Italy",152
"1277",2017-08-01,"Poland",64
"1278",2017-08-01,"Spain",134
"1279",2017-08-02,"Belgium",206
"1280",2017-08-02,"France",182
"1281",2017-08-02,"Germany",210
"1282",2017-08-02,"Italy",150
"1283",2017-08-02,"Poland",65
"1284",2017-08-02,"Spain",132
"1285",2017-08-03,"Belgium",198
"1286",2017-08-03,"France",181
"1287",2017-08-03,"Germany",205
"1288",2017-08-03,"Italy",154
"1289",2017-08-03,"Poland",65
"1290",2017-08-03,"Spain",133
"1291",2017-08-04,"Belgium",206
"1292",2017-08-04,"France",196
"1293",2017-08-04,"Germany",215
"1294",2017-08-04,"Italy",162
"1295",2017-08-04,"Poland",70
"1296",2017-08-04,"Spain",140
"1297",2017-08-05,"Belgium",233
"1298",2017-08-05,"France",209
"1299",2017-08-05,"Germany",230
"1300",2017-08-05,"Italy",174
"1301",2017-08-05,"Poland",75
"1302",2017-08-05,"Spain",151
"1303",2017-08-06,"Belgium",252
"1304",2017-08-06,"France",226
"1305",2017-08-06,"Germany",250
"1306",2017-08-06,"Italy",190
"1307",2017-08-06,"Poland",78
"1308",2017-08-06,"Spain",155
"1309",2017-08-07,"Belgium",211
"1310",2017-08-07,"France",188
"1311",2017-08-07,"Germany",218
"1312",2017-08-07,"Italy",157
"1313",2017-08-07,"Poland",65
"1314",2017-08-07,"Spain",134
"1315",2017-08-08,"Belgium",208
"1316",2017-08-08,"France",182
"1317",2017-08-08,"Germany",211
"1318",2017-08-08,"Italy",152
"1319",2017-08-08,"Poland",67
"1320",2017-08-08,"Spain",135
"1321",2017-08-09,"Belgium",199
"1322",2017-08-09,"France",185
"1323",2017-08-09,"Germany",216
"1324",2017-08-09,"Italy",151
"1325",2017-08-09,"Poland",65
"1326",2017-08-09,"Spain",136
"1327",2017-08-10,"Belgium",212
"1328",2017-08-10,"France",182
"1329",2017-08-10,"Germany",210
"1330",2017-08-10,"Italy",151
"1331",2017-08-10,"Poland",67
"1332",2017-08-10,"Spain",138
"1333",2017-08-11,"Belgium",220
"1334",2017-08-11,"France",191
"1335",2017-08-11,"Germany",216
"1336",2017-08-11,"Italy",161
"1337",2017-08-11,"Poland",70
"1338",2017-08-11,"Spain",141
"1339",2017-08-12,"Belgium",255
"1340",2017-08-12,"France",206
"1341",2017-08-12,"Germany",241
"1342",2017-08-12,"Italy",172
"1343",2017-08-12,"Poland",75
"1344",2017-08-12,"Spain",159
"1345",2017-08-13,"Belgium",248
"1346",2017-08-13,"France",217
"1347",2017-08-13,"Germany",249
"1348",2017-08-13,"Italy",179
"1349",2017-08-13,"Poland",78
"1350",2017-08-13,"Spain",159
"1351",2017-08-14,"Belgium",209
"1352",2017-08-14,"France",183
"1353",2017-08-14,"Germany",204
"1354",2017-08-14,"Italy",150
"1355",2017-08-14,"Poland",64
"1356",2017-08-14,"Spain",131
"1357",2017-08-15,"Belgium",206
"1358",2017-08-15,"France",178
"1359",2017-08-15,"Germany",212
"1360",2017-08-15,"Italy",150
"1361",2017-08-15,"Poland",65
"1362",2017-08-15,"Spain",135
"1363",2017-08-16,"Belgium",215
"1364",2017-08-16,"France",189
"1365",2017-08-16,"Germany",210
"1366",2017-08-16,"Italy",156
"1367",2017-08-16,"Poland",67
"1368",2017-08-16,"Spain",141
"1369",2017-08-17,"Belgium",217
"1370",2017-08-17,"France",193
"1371",2017-08-17,"Germany",213
"1372",2017-08-17,"Italy",167
"1373",2017-08-17,"Poland",70
"1374",2017-08-17,"Spain",142
"1375",2017-08-18,"Belgium",235
"1376",2017-08-18,"France",207
"1377",2017-08-18,"Germany",222
"1378",2017-08-18,"Italy",175
"1379",2017-08-18,"Poland",76
"1380",2017-08-18,"Spain",158
"1381",2017-08-19,"Belgium",267
"1382",2017-08-19,"France",239
"1383",2017-08-19,"Germany",235
"1384",2017-08-19,"Italy",205
"1385",2017-08-19,"Poland",82
"1386",2017-08-19,"Spain",174
"1387",2017-08-20,"Belgium",276
"1388",2017-08-20,"France",254
"1389",2017-08-20,"Germany",250
"1390",2017-08-20,"Italy",210
"1391",2017-08-20,"Poland",89
"1392",2017-08-20,"Spain",174
"1393",2017-08-21,"Belgium",228
"1394",2017-08-21,"France",206
"1395",2017-08-21,"Germany",207
"1396",2017-08-21,"Italy",172
"1397",2017-08-21,"Poland",71
"1398",2017-08-21,"Spain",143
"1399",2017-08-22,"Belgium",219
"1400",2017-08-22,"France",191
"1401",2017-08-22,"Germany",203
"1402",2017-08-22,"Italy",161
"1403",2017-08-22,"Poland",66
"1404",2017-08-22,"Spain",139
"1405",2017-08-23,"Belgium",216
"1406",2017-08-23,"France",186
"1407",2017-08-23,"Germany",207
"1408",2017-08-23,"Italy",157
"1409",2017-08-23,"Poland",67
"1410",2017-08-23,"Spain",140
"1411",2017-08-24,"Belgium",216
"1412",2017-08-24,"France",188
"1413",2017-08-24,"Germany",212
"1414",2017-08-24,"Italy",153
"1415",2017-08-24,"Poland",66
"1416",2017-08-24,"Spain",136
"1417",2017-08-25,"Belgium",216
"1418",2017-08-25,"France",193
"1419",2017-08-25,"Germany",218
"1420",2017-08-25,"Italy",164
"1421",2017-08-25,"Poland",68
"1422",2017-08-25,"Spain",133
"1423",2017-08-26,"Belgium",244
"1424",2017-08-26,"France",210
"1425",2017-08-26,"Germany",234
"1426",2017-08-26,"Italy",173
"1427",2017-08-26,"Poland",75
"1428",2017-08-26,"Spain",152
"1429",2017-08-27,"Belgium",249
"1430",2017-08-27,"France",228
"1431",2017-08-27,"Germany",248
"1432",2017-08-27,"Italy",185
"1433",2017-08-27,"Poland",75
"1434",2017-08-27,"Spain",159
"1435",2017-08-28,"Belgium",210
"1436",2017-08-28,"France",178
"1437",2017-08-28,"Germany",208
"1438",2017-08-28,"Italy",151
"1439",2017-08-28,"Poland",66
"1440",2017-08-28,"Spain",136
"1441",2017-08-29,"Belgium",212
"1442",2017-08-29,"France",183
"1443",2017-08-29,"Germany",210
"1444",2017-08-29,"Italy",157
"1445",2017-08-29,"Poland",65
"1446",2017-08-29,"Spain",134
"1447",2017-08-30,"Belgium",212
"1448",2017-08-30,"France",185
"1449",2017-08-30,"Germany",209
"1450",2017-08-30,"Italy",151
"1451",2017-08-30,"Poland",64
"1452",2017-08-30,"Spain",127
"1453",2017-08-31,"Belgium",206
"1454",2017-08-31,"France",183
"1455",2017-08-31,"Germany",212
"1456",2017-08-31,"Italy",152
"1457",2017-08-31,"Poland",65
"1458",2017-08-31,"Spain",126
"1459",2017-09-01,"Belgium",216
"1460",2017-09-01,"France",185
"1461",2017-09-01,"Germany",214
"1462",2017-09-01,"Italy",158
"1463",2017-09-01,"Poland",68
"1464",2017-09-01,"Spain",140
"1465",2017-09-02,"Belgium",236
"1466",2017-09-02,"France",205
"1467",2017-09-02,"Germany",239
"1468",2017-09-02,"Italy",174
"1469",2017-09-02,"Poland",77
"1470",2017-09-02,"Spain",154
"1471",2017-09-03,"Belgium",242
"1472",2017-09-03,"France",221
"1473",2017-09-03,"Germany",248
"1474",2017-09-03,"Italy",184
"1475",2017-09-03,"Poland",74
"1476",2017-09-03,"Spain",156
"1477",2017-09-04,"Belgium",213
"1478",2017-09-04,"France",178
"1479",2017-09-04,"Germany",207
"1480",2017-09-04,"Italy",151
"1481",2017-09-04,"Poland",63
"1482",2017-09-04,"Spain",132
"1483",2017-09-05,"Belgium",201
"1484",2017-09-05,"France",180
"1485",2017-09-05,"Germany",204
"1486",2017-09-05,"Italy",154
"1487",2017-09-05,"Poland",66
"1488",2017-09-05,"Spain",135
"1489",2017-09-06,"Belgium",211
"1490",2017-09-06,"France",181
"1491",2017-09-06,"Germany",210
"1492",2017-09-06,"Italy",151
"1493",2017-09-06,"Poland",64
"1494",2017-09-06,"Spain",126
"1495",2017-09-07,"Belgium",210
